id,brand,series,material,model,windowType,size,glassType,priceRangeLow,priceRangeHigh,energyRating,uFactor,shgc,warrantyYears,installationIncluded,climateZones,features,popularityScore,customerRating,link
93,Alside,Fusion,Vinyl,Fusion Single-Hung,Single-Hung,60x72,Double Pane,464,544,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting",78,4.0,https://www.alside.com/
94,Alside,Fusion,Vinyl,Fusion Single-Hung,Single-Hung,60x72,Double Pane Low-E,534,626,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",78,4.0,https://www.alside.com/
95,Alside,Fusion,Vinyl,Fusion Single-Hung,Single-Hung,60x72,Triple Pane,650,762,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",78,4.0,https://www.alside.com/
96,Alside,Fusion,Vinyl,Fusion Single-Hung,Single-Hung,60x72,Triple Pane Low-E,742,870,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",78,4.0,https://www.alside.com/
113,Alside,Fusion,Vinyl,Fusion Sliding,Sliding,24x36,Double Pane,245,287,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting",78,4.0,https://www.alside.com/
114,Alside,Fusion,Vinyl,Fusion Sliding,Sliding,24x36,Double Pane Low-E,282,330,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",78,4.0,https://www.alside.com/
115,Alside,Fusion,Vinyl,Fusion Sliding,Sliding,24x36,Triple Pane,342,402,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",78,4.0,https://www.alside.com/
116,Alside,Fusion,Vinyl,Fusion Sliding,Sliding,24x36,Triple Pane Low-E,392,460,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",78,4.0,https://www.alside.com/
117,Alside,Fusion,Vinyl,Fusion Sliding,Sliding,36x48,Double Pane,305,359,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting",78,4.0,https://www.alside.com/
118,Alside,Fusion,Vinyl,Fusion Sliding,Sliding,36x48,Double Pane Low-E,351,413,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",78,4.0,https://www.alside.com/
119,Alside,Fusion,Vinyl,Fusion Sliding,Sliding,36x48,Triple Pane,428,502,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",78,4.0,https://www.alside.com/
120,Alside,Fusion,Vinyl,Fusion Sliding,Sliding,36x48,Triple Pane Low-E,489,575,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",78,4.0,https://www.alside.com/
121,Alside,Fusion,Vinyl,Fusion Sliding,Sliding,48x60,Double Pane,397,467,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting",78,4.0,https://www.alside.com/
122,Alside,Fusion,Vinyl,Fusion Sliding,Sliding,48x60,Double Pane Low-E,457,537,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",78,4.0,https://www.alside.com/
123,Alside,Fusion,Vinyl,Fusion Sliding,Sliding,48x60,Triple Pane,557,653,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",78,4.0,https://www.alside.com/
124,Alside,Fusion,Vinyl,Fusion Sliding,Sliding,48x60,Triple Pane Low-E,637,747,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",78,4.0,https://www.alside.com/
125,Alside,Fusion,Vinyl,Fusion Sliding,Sliding,60x72,Double Pane,489,575,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting",78,4.0,https://www.alside.com/
126,Alside,Fusion,Vinyl,Fusion Sliding,Sliding,60x72,Double Pane Low-E,563,661,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",78,4.0,https://www.alside.com/
127,Alside,Fusion,Vinyl,Fusion Sliding,Sliding,60x72,Triple Pane,685,805,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",78,4.0,https://www.alside.com/
128,Alside,Fusion,Vinyl,Fusion Sliding,Sliding,60x72,Triple Pane Low-E,783,919,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",78,4.0,https://www.alside.com/
161,Alside,Mezzo,Vinyl,Mezzo Casement,Casement,24x36,Double Pane,283,333,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Easy-Crank Operation, Maximum Ventilation",81,4.0,https://www.alside.com/
162,Alside,Mezzo,Vinyl,Mezzo Casement,Casement,24x36,Double Pane Low-E,326,382,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",81,4.0,https://www.alside.com/
163,Alside,Mezzo,Vinyl,Mezzo Casement,Casement,24x36,Triple Pane,397,465,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",81,4.0,https://www.alside.com/
164,Alside,Mezzo,Vinyl,Mezzo Casement,Casement,24x36,Triple Pane Low-E,454,532,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",81,4.0,https://www.alside.com/
165,Alside,Mezzo,Vinyl,Mezzo Casement,Casement,36x48,Double Pane,354,416,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Easy-Crank Operation, Maximum Ventilation",81,4.0,https://www.alside.com/
166,Alside,Mezzo,Vinyl,Mezzo Casement,Casement,36x48,Double Pane Low-E,408,478,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",81,4.0,https://www.alside.com/
167,Alside,Mezzo,Vinyl,Mezzo Casement,Casement,36x48,Triple Pane,496,582,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",81,4.0,https://www.alside.com/
168,Alside,Mezzo,Vinyl,Mezzo Casement,Casement,36x48,Triple Pane Low-E,567,665,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",81,4.0,https://www.alside.com/
169,Alside,Mezzo,Vinyl,Mezzo Casement,Casement,48x60,Double Pane,461,541,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Easy-Crank Operation, Maximum Ventilation",81,4.0,https://www.alside.com/
170,Alside,Mezzo,Vinyl,Mezzo Casement,Casement,48x60,Double Pane Low-E,530,622,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",81,4.0,https://www.alside.com/
171,Alside,Mezzo,Vinyl,Mezzo Casement,Casement,48x60,Triple Pane,645,757,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",81,4.0,https://www.alside.com/
172,Alside,Mezzo,Vinyl,Mezzo Casement,Casement,48x60,Triple Pane Low-E,737,865,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",81,4.0,https://www.alside.com/
173,Alside,Mezzo,Vinyl,Mezzo Casement,Casement,60x72,Double Pane,567,665,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Easy-Crank Operation, Maximum Ventilation",81,4.0,https://www.alside.com/
174,Alside,Mezzo,Vinyl,Mezzo Casement,Casement,60x72,Double Pane Low-E,651,765,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",81,4.0,https://www.alside.com/
175,Alside,Mezzo,Vinyl,Mezzo Casement,Casement,60x72,Triple Pane,793,931,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",81,4.0,https://www.alside.com/
176,Alside,Mezzo,Vinyl,Mezzo Casement,Casement,60x72,Triple Pane Low-E,907,1065,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",81,4.0,https://www.alside.com/
129,Alside,Mezzo,Vinyl,Mezzo Double-Hung,Double-Hung,24x36,Double Pane,258,302,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Easy Cleaning, Classic Design",83,4.0,https://www.alside.com/
130,Alside,Mezzo,Vinyl,Mezzo Double-Hung,Double-Hung,24x36,Double Pane Low-E,296,348,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",83,4.0,https://www.alside.com/
131,Alside,Mezzo,Vinyl,Mezzo Double-Hung,Double-Hung,24x36,Triple Pane,361,423,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",83,4.0,https://www.alside.com/
132,Alside,Mezzo,Vinyl,Mezzo Double-Hung,Double-Hung,24x36,Triple Pane Low-E,412,484,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",83,4.0,https://www.alside.com/
133,Alside,Mezzo,Vinyl,Mezzo Double-Hung,Double-Hung,36x48,Double Pane,322,378,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Easy Cleaning, Classic Design",83,4.0,https://www.alside.com/
134,Alside,Mezzo,Vinyl,Mezzo Double-Hung,Double-Hung,36x48,Double Pane Low-E,370,434,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",83,4.0,https://www.alside.com/
135,Alside,Mezzo,Vinyl,Mezzo Double-Hung,Double-Hung,36x48,Triple Pane,451,529,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",83,4.0,https://www.alside.com/
136,Alside,Mezzo,Vinyl,Mezzo Double-Hung,Double-Hung,36x48,Triple Pane Low-E,515,605,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",83,4.0,https://www.alside.com/
137,Alside,Mezzo,Vinyl,Mezzo Double-Hung,Double-Hung,48x60,Double Pane,419,491,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Easy Cleaning, Classic Design",83,4.0,https://www.alside.com/
138,Alside,Mezzo,Vinyl,Mezzo Double-Hung,Double-Hung,48x60,Double Pane Low-E,481,565,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",83,4.0,https://www.alside.com/
139,Alside,Mezzo,Vinyl,Mezzo Double-Hung,Double-Hung,48x60,Triple Pane,586,688,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",83,4.0,https://www.alside.com/
140,Alside,Mezzo,Vinyl,Mezzo Double-Hung,Double-Hung,48x60,Triple Pane Low-E,670,786,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",83,4.0,https://www.alside.com/
141,Alside,Mezzo,Vinyl,Mezzo Double-Hung,Double-Hung,60x72,Double Pane,515,605,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Easy Cleaning, Classic Design",83,4.0,https://www.alside.com/
142,Alside,Mezzo,Vinyl,Mezzo Double-Hung,Double-Hung,60x72,Double Pane Low-E,592,696,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",83,4.0,https://www.alside.com/
143,Alside,Mezzo,Vinyl,Mezzo Double-Hung,Double-Hung,60x72,Triple Pane,721,847,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",83,4.0,https://www.alside.com/
144,Alside,Mezzo,Vinyl,Mezzo Double-Hung,Double-Hung,60x72,Triple Pane Low-E,824,968,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",83,4.0,https://www.alside.com/
145,Alside,Mezzo,Vinyl,Mezzo Single-Hung,Single-Hung,24x36,Double Pane,232,272,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting",78,4.0,https://www.alside.com/
146,Alside,Mezzo,Vinyl,Mezzo Single-Hung,Single-Hung,24x36,Double Pane Low-E,267,313,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",78,4.0,https://www.alside.com/
147,Alside,Mezzo,Vinyl,Mezzo Single-Hung,Single-Hung,24x36,Triple Pane,325,381,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",78,4.0,https://www.alside.com/
148,Alside,Mezzo,Vinyl,Mezzo Single-Hung,Single-Hung,24x36,Triple Pane Low-E,371,435,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",78,4.0,https://www.alside.com/
149,Alside,Mezzo,Vinyl,Mezzo Single-Hung,Single-Hung,36x48,Double Pane,290,340,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting",78,4.0,https://www.alside.com/
150,Alside,Mezzo,Vinyl,Mezzo Single-Hung,Single-Hung,36x48,Double Pane Low-E,333,391,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",78,4.0,https://www.alside.com/
151,Alside,Mezzo,Vinyl,Mezzo Single-Hung,Single-Hung,36x48,Triple Pane,406,476,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",78,4.0,https://www.alside.com/
152,Alside,Mezzo,Vinyl,Mezzo Single-Hung,Single-Hung,36x48,Triple Pane Low-E,464,544,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",78,4.0,https://www.alside.com/
153,Alside,Mezzo,Vinyl,Mezzo Single-Hung,Single-Hung,48x60,Double Pane,377,443,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting",78,4.0,https://www.alside.com/
154,Alside,Mezzo,Vinyl,Mezzo Single-Hung,Single-Hung,48x60,Double Pane Low-E,433,509,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",78,4.0,https://www.alside.com/
155,Alside,Mezzo,Vinyl,Mezzo Single-Hung,Single-Hung,48x60,Triple Pane,527,619,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",78,4.0,https://www.alside.com/
156,Alside,Mezzo,Vinyl,Mezzo Single-Hung,Single-Hung,48x60,Triple Pane Low-E,603,707,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",78,4.0,https://www.alside.com/
157,Alside,Mezzo,Vinyl,Mezzo Single-Hung,Single-Hung,60x72,Double Pane,464,544,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting",78,4.0,https://www.alside.com/
158,Alside,Mezzo,Vinyl,Mezzo Single-Hung,Single-Hung,60x72,Double Pane Low-E,534,626,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",78,4.0,https://www.alside.com/
159,Alside,Mezzo,Vinyl,Mezzo Single-Hung,Single-Hung,60x72,Triple Pane,650,762,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",78,4.0,https://www.alside.com/
160,Alside,Mezzo,Vinyl,Mezzo Single-Hung,Single-Hung,60x72,Triple Pane Low-E,742,870,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",78,4.0,https://www.alside.com/
177,Alside,Mezzo,Vinyl,Mezzo Sliding,Sliding,24x36,Double Pane,245,287,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting",78,4.0,https://www.alside.com/
178,Alside,Mezzo,Vinyl,Mezzo Sliding,Sliding,24x36,Double Pane Low-E,282,330,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",78,4.0,https://www.alside.com/
179,Alside,Mezzo,Vinyl,Mezzo Sliding,Sliding,24x36,Triple Pane,342,402,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",78,4.0,https://www.alside.com/
180,Alside,Mezzo,Vinyl,Mezzo Sliding,Sliding,24x36,Triple Pane Low-E,392,460,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",78,4.0,https://www.alside.com/
181,Alside,Mezzo,Vinyl,Mezzo Sliding,Sliding,36x48,Double Pane,305,359,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting",78,4.0,https://www.alside.com/
182,Alside,Mezzo,Vinyl,Mezzo Sliding,Sliding,36x48,Double Pane Low-E,351,413,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",78,4.0,https://www.alside.com/
183,Alside,Mezzo,Vinyl,Mezzo Sliding,Sliding,36x48,Triple Pane,428,502,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",78,4.0,https://www.alside.com/
184,Alside,Mezzo,Vinyl,Mezzo Sliding,Sliding,36x48,Triple Pane Low-E,489,575,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",78,4.0,https://www.alside.com/
